# m-sequence generator polynomials (m=13)
# hex       oct       bin
  0x29d7    024727    10100111010111
  0x29f3    024763    10100111110011
  0x29f5    024765    10100111110101
  0x2a03    025003    10101000000011
  0x2a0f    025017    10101000001111
  0x2a1d    025035    10101000011101
  0x2a21    025041    10101000100001
  0x2a33    025063    10101000110011
  0x2a35    025065    10101000110101
  0x2a4d    025115    10101001001101
  0x2a69    025151    10101001101001
  0x2a6f    025157    10101001101111
  0x2a71    025161    10101001110001
  0x2a7b    025173    10101001111011
  0x2a7d    025175    10101001111101
  0x2aa5    025245    10101010100101
  0x2aa9    025251    10101010101001
  0x2ab1    025261    10101010110001
  0x2ac5    025305    10101011000101
  0x2ad7    025327    10101011010111
  0x2adb    025333    10101011011011
  0x2aeb    025353    10101011101011
  0x2af3    025363    10101011110011
  0x2b01    025401    10101100000001
  0x2b15    025425    10101100010101
  0x2b23    025443    10101100100011
  0x2b25    025445    10101100100101
  0x2b2f    025457    10101100101111
  0x2b37    025467    10101100110111
  0x2b43    025503    10101101000011
  0x2b49    025511    10101101001001
  0x2b6d    025555    10101101101101
  0x2b7f    025577    10101101111111
  0x2b85    025605    10101110000101
  0x2b97    025627    10101110010111
  0x2b9b    025633    10101110011011
  0x2bad    025655    10101110101101
  0x2bb3    025663    10101110110011
  0x2bd9    025731    10101111011001
  0x2be5    025745    10101111100101
  0x2bfd    025775    10101111111101
  0x2c0f    026017    10110000001111
  0x2c21    026041    10110000100001
  0x2c2b    026053    10110000101011
  0x2c2d    026055    10110000101101
  0x2c3f    026077    10110000111111
  0x2c41    026101    10110001000001
  0x2c4d    026115    10110001001101
  0x2c71    026161    10110001110001
  0x2c8b    026213    10110010001011
  0x2c8d    026215    10110010001101
  0x2c95    026225    10110010010101
  0x2ca3    026243    10110010100011
  0x2caf    026257    10110010101111
  0x2cbd    026275    10110010111101
  0x2cc5    026305    10110011000101
  0x2cd1    026321    10110011010001
  0x2cd7    026327    10110011010111
  0x2ce1    026341    10110011100001
  0x2ce7    026347    10110011100111
  0x2ceb    026353    10110011101011
  0x2d0d    026415    10110100001101
  0x2d19    026431    10110100011001
  0x2d29    026451    10110100101001
  0x2d2f    026457    10110100101111
  0x2d37    026467    10110100110111
  0x2d3b    026473    10110100111011
  0x2d45    026505    10110101000101
  0x2d5b    026533    10110101011011
  0x2d67    026547    10110101100111
  0x2d75    026565    10110101110101
  0x2d89    026611    10110110001001
  0x2d8f    026617    10110110001111
  0x2da7    026647    10110110100111
  0x2dab    026653    10110110101011
  0x2db5    026665    10110110110101
  0x2de3    026743    10110111100011
  0x2df1    026761    10110111110001
  0x2dfd    026775    10110111111101
  0x2e07    027007    10111000000111
  0x2e13    027023    10111000010011
  0x2e15    027025    10111000010101
  0x2e29    027051    10111000101001
  0x2e49    027111    10111001001001
  0x2e4f    027117    10111001001111
  0x2e5b    027133    10111001011011
  0x2e5d    027135    10111001011101
  0x2e61    027141    10111001100001
  0x2e6b    027153    10111001101011
  0x2e8f    027217    10111010001111
  0x2e91    027221    10111010010001
  0x2e97    027227    10111010010111
  0x2e9d    027235    10111010011101
  0x2eab    027253    10111010101011
  0x2eb3    027263    10111010110011
  0x2eb9    027271    10111010111001
  0x2edf    027337    10111011011111
  0x2efb    027373    10111011111011
  0x2efd    027375    10111011111101
  0x2f05    027405    10111100000101
  0x2f09    027411    10111100001001
  0x2f11    027421    10111100010001
  0x2f17    027427    10111100010111
  0x2f3f    027477    10111100111111
  0x2f41    027501    10111101000001
  0x2f4b    027513    10111101001011
  0x2f4d    027515    10111101001101
  0x2f59    027531    10111101011001
  0x2f5f    027537    10111101011111
  0x2f65    027545    10111101100101
  0x2f69    027551    10111101101001
  0x2f95    027625    10111110010101
  0x2fa5    027645    10111110100101
  0x2faf    027657    10111110101111
  0x2fb1    027661    10111110110001
  0x2fcf    027717    10111111001111
  0x2fdd    027735    10111111011101
  0x2fe7    027747    10111111100111
  0x2fed    027755    10111111101101
  0x2ff5    027765    10111111110101
  0x2fff    027777    10111111111111
  0x3007    030007    11000000000111
  0x3015    030025    11000000010101
  0x3019    030031    11000000011001
  0x302f    030057    11000000101111
  0x3049    030111    11000001001001
  0x304f    030117    11000001001111
  0x3067    030147    11000001100111
  0x3079    030171    11000001111001
  0x307f    030177    11000001111111
  0x3091    030221    11000010010001
  0x30a1    030241    11000010100001
  0x30b5    030265    11000010110101
  0x30bf    030277    11000010111111
  0x30c1    030301    11000011000001
  0x30d3    030323    11000011010011
  0x30d9    030331    11000011011001
  0x30e5    030345    11000011100101
  0x30ef    030357    11000011101111
  0x3105    030405    11000100000101
  0x310f    030417    11000100001111
  0x3135    030465    11000100110101
  0x3147    030507    11000101000111
  0x314d    030515    11000101001101
  0x315f    030537    11000101011111
  0x3163    030543    11000101100011
  0x3171    030561    11000101110001
  0x317b    030573    11000101111011
  0x31a3    030643    11000110100011
  0x31a9    030651    11000110101001
  0x31b7    030667    11000110110111
  0x31c5    030705    11000111000101
  0x31c9    030711    11000111001001
  0x31db    030733    11000111011011
  0x31e1    030741    11000111100001
  0x31eb    030753    11000111101011
  0x31ed    030755    11000111101101
  0x31f3    030763    11000111110011
  0x31ff    030777    11000111111111
  0x3209    031011    11001000001001
  0x320f    031017    11001000001111
  0x321d    031035    11001000011101
  0x3227    031047    11001000100111
  0x3239    031071    11001000111001
  0x324b    031113    11001001001011
  0x3253    031123    11001001010011
  0x3259    031131    11001001011001
  0x3265    031145    11001001100101
  0x3281    031201    11001010000001
  0x3293    031223    11001010010011
  0x3299    031231    11001010011001
  0x329f    031237    11001010011111
  0x32a9    031251    11001010101001
  0x32b7    031267    11001010110111
  0x32bb    031273    11001010111011
  0x32c3    031303    11001011000011
  0x32d7    031327    11001011010111
  0x32db    031333    11001011011011
  0x32e7    031347    11001011100111
  0x3307    031407    11001100000111
  0x3315    031425    11001100010101
  0x332f    031457    11001100101111
  0x3351    031521    11001101010001
  0x335d    031535    11001101011101
  0x3375    031565    11001101110101
  0x3397    031627    11001110010111
  0x339b    031633    11001110011011
  0x33ab    031653    11001110101011
  0x33b9    031671    11001110111001
  0x33c1    031701    11001111000001
  0x33c7    031707    11001111000111
  0x33d5    031725    11001111010101
  0x33e3    031743    11001111100011
  0x33e5    031745    11001111100101
  0x33f7    031767    11001111110111
  0x33fb    031773    11001111111011
  0x3409    032011    11010000001001
  0x341b    032033    11010000011011
  0x3427    032047    11010000100111
  0x3441    032101    11010001000001
  0x344d    032115    11010001001101
  0x345f    032137    11010001011111
  0x3469    032151    11010001101001
  0x3477    032167    11010001110111
  0x347b    032173    11010001111011
  0x3487    032207    11010010000111
  0x3493    032223    11010010010011
  0x3499    032231    11010010011001
  0x34a5    032245    11010010100101
  0x34bd    032275    11010010111101
  0x34c9    032311    11010011001001
  0x34db    032333    11010011011011
  0x34e7    032347    11010011100111
  0x34f9    032371    11010011111001
  0x350d    032415    11010100001101
  0x351f    032437    11010100011111
  0x3525    032445    11010100100101
  0x3531    032461    11010100110001
  0x3537    032467    11010100110111
  0x3545    032505    11010101000101
  0x354f    032517    11010101001111
  0x355d    032535    11010101011101
  0x356d    032555    11010101101101
  0x3573    032563    11010101110011
  0x357f    032577    11010101111111
  0x359d    032635    11010110011101
  0x35a1    032641    11010110100001
  0x35b9    032671    11010110111001
  0x35cd    032715    11010111001101
  0x35d5    032725    11010111010101
  0x35d9    032731    11010111011001
  0x35e3    032743    11010111100011
  0x35e9    032751    11010111101001
  0x35ef    032757    11010111101111
  0x3601    033001    11011000000001
  0x360b    033013    11011000001011
  0x361f    033037    11011000011111
  0x3625    033045    11011000100101
  0x362f    033057    11011000101111
  0x363b    033073    11011000111011
  0x3649    033111    11011001001001
  0x3651    033121    11011001010001
  0x365b    033133    11011001011011
  0x3673    033163    11011001110011
  0x3675    033165    11011001110101
  0x3691    033221    11011010010001
  0x369b    033233    11011010011011
  0x369d    033235    11011010011101
  0x36ad    033255    11011010101101
  0x36cb    033313    11011011001011
  0x36d3    033323    11011011010011
  0x36d5    033325    11011011010101
  0x36e3    033343    11011011100011
  0x36ef    033357    11011011101111
  0x3705    033405    11011100000101
  0x370f    033417    11011100001111
  0x371b    033433    11011100011011
  0x3721    033441    11011100100001
  0x372d    033455    11011100101101
  0x3739    033471    11011100111001
  0x3741    033501    11011101000001
  0x3747    033507    11011101000111
  0x3753    033523    11011101010011
  0x3771    033561    11011101110001
  0x3777    033567    11011101110111
  0x378b    033613    11011110001011
  0x3795    033625    11011110010101
  0x3799    033631    11011110011001
  0x37a3    033643    11011110100011
  0x37c5    033705    11011111000101
  0x37cf    033717    11011111001111
  0x37d1    033721    11011111010001
  0x37d7    033727    11011111010111
  0x37dd    033735    11011111011101
  0x37e1    033741    11011111100001
  0x37f3    033763    11011111110011
  0x3803    034003    11100000000011
  0x3805    034005    11100000000101
  0x3817    034027    11100000010111
  0x381d    034035    11100000011101
  0x3827    034047    11100000100111
  0x3833    034063    11100000110011
  0x384b    034113    11100001001011
  0x3859    034131    11100001011001
  0x3869    034151    11100001101001
  0x3871    034161    11100001110001
  0x38a3    034243    11100010100011
  0x38b1    034261    11100010110001
  0x38bb    034273    11100010111011
  0x38c9    034311    11100011001001
  0x38cf    034317    11100011001111
  0x38e1    034341    11100011100001
  0x38f3    034363    11100011110011
  0x38f9    034371    11100011111001
  0x3901    034401    11100100000001
  0x3907    034407    11100100000111
  0x390b    034413    11100100001011
  0x3913    034423    11100100010011
  0x3931    034461    11100100110001
  0x394f    034517    11100101001111
  0x3967    034547    11100101100111
  0x396d    034555    11100101101101
  0x3983    034603    11100110000011
  0x3985    034605    11100110000101
  0x3997    034627    11100110010111
  0x39a1    034641    11100110100001
  0x39a7    034647    11100110100111
  0x39ad    034655    11100110101101
  0x39cb    034713    11100111001011
  0x39cd    034715    11100111001101
  0x39d3    034723    11100111010011
  0x39ef    034757    11100111101111
  0x39f7    034767    11100111110111
  0x39fd    034775    11100111111101
  0x3a07    035007    11101000000111
  0x3a29    035051    11101000101001
  0x3a2f    035057    11101000101111
  0x3a3d    035075    11101000111101
  0x3a51    035121    11101001010001
  0x3a5d    035135    11101001011101
  0x3a61    035141    11101001100001
  0x3a67    035147    11101001100111
  0x3a73    035163    11101001110011
  0x3a75    035165    11101001110101
  0x3a89    035211    11101010001001
  0x3ab9    035271    11101010111001
  0x3abf    035277    11101010111111
  0x3acd    035315    11101011001101
  0x3ad3    035323    11101011010011
  0x3ad5    035325    11101011010101
  0x3adf    035337    11101011011111
  0x3ae5    035345    11101011100101
  0x3ae9    035351    11101011101001
  0x3afb    035373    11101011111011
  0x3b11    035421    11101100010001
  0x3b2b    035453    11101100101011
  0x3b2d    035455    11101100101101
  0x3b35    035465    11101100110101
  0x3b3f    035477    11101100111111
  0x3b53    035523    11101101010011
  0x3b59    035531    11101101011001
  0x3b63    035543    11101101100011
  0x3b65    035545    11101101100101
  0x3b6f    035557    11101101101111
  0x3b71    035561    11101101110001
  0x3b77    035567    11101101110111
  0x3b8b    035613    11101110001011
  0x3b99    035631    11101110011001
  0x3ba5    035645    11101110100101
  0x3ba9    035651    11101110101001
  0x3bb7    035667    11101110110111
  0x3bbb    035673    11101110111011
  0x3bd1    035721    11101111010001
  0x3be7    035747    11101111100111
  0x3bf3    035763    11101111110011
  0x3bff    035777    11101111111111
  0x3c0d    036015    11110000001101
  0x3c13    036023    11110000010011
  0x3c15    036025    11110000010101
  0x3c1f    036037    11110000011111
  0x3c23    036043    11110000100011
  0x3c25    036045    11110000100101
  0x3c3b    036073    11110000111011
  0x3c4f    036117    11110001001111
  0x3c5d    036135    11110001011101
  0x3c6d    036155    11110001101101
  0x3c83    036203    11110010000011
  0x3c8f    036217    11110010001111
  0x3c9d    036235    11110010011101
  0x3ca7    036247    11110010100111
  0x3cab    036253    11110010101011
  0x3cb9    036271    11110010111001
  0x3cc7    036307    11110011000111
  0x3ce9    036351    11110011101001
  0x3cfb    036373    11110011111011
  0x3cfd    036375    11110011111101
  0x3d03    036403    11110100000011
  0x3d17    036427    11110100010111
  0x3d1b    036433    11110100011011
  0x3d21    036441    11110100100001
  0x3d2d    036455    11110100101101
  0x3d33    036463    11110100110011
  0x3d35    036465    11110100110101
  0x3d41    036501    11110101000001
  0x3d4d    036515    11110101001101
  0x3d65    036545    11110101100101
  0x3d69    036551    11110101101001
  0x3d7d    036575    11110101111101
  0x3d81    036601    11110110000001
  0x3d95    036625    11110110010101
  0x3db1    036661    11110110110001
  0x3db7    036667    11110110110111
  0x3dc3    036703    11110111000011
  0x3dd1    036721    11110111010001
  0x3ddb    036733    11110111011011
  0x3de7    036747    11110111100111
  0x3deb    036753    11110111101011
  0x3df9    036771    11110111111001
  0x3e05    037005    11111000000101
  0x3e09    037011    11111000001001
  0x3e0f    037017    11111000001111
  0x3e1b    037033    11111000011011
  0x3e2b    037053    11111000101011
  0x3e3f    037077    11111000111111
  0x3e41    037101    11111001000001
  0x3e53    037123    11111001010011
  0x3e65    037145    11111001100101
  0x3e69    037151    11111001101001
  0x3e8b    037213    11111010001011
  0x3ea3    037243    11111010100011
  0x3ebd    037275    11111010111101
  0x3ec5    037305    11111011000101
  0x3ed7    037327    11111011010111
  0x3edd    037335    11111011011101
  0x3ee1    037341    11111011100001
  0x3ef9    037371    11111011111001
  0x3f0d    037415    11111100001101
  0x3f19    037431    11111100011001
  0x3f1f    037437    11111100011111
  0x3f25    037445    11111100100101
  0x3f37    037467    11111100110111
  0x3f3d    037475    11111100111101
  0x3f43    037503    11111101000011
  0x3f45    037505    11111101000101
  0x3f49    037511    11111101001001
  0x3f51    037521    11111101010001
  0x3f57    037527    11111101010111
  0x3f61    037541    11111101100001
  0x3f83    037603    11111110000011
  0x3f89    037611    11111110001001
  0x3f91    037621    11111110010001
  0x3fab    037653    11111110101011
  0x3fb5    037665    11111110110101
  0x3fe3    037743    11111111100011
  0x3ff7    037767    11111111110111
  0x3ffd    037775    11111111111101
